question_id,status,first_used_bank_revision,retired_at,replacement_id,notes
OTSU4-Q-000028,used,,,,Expansion pre-release allocation: O4-B2-LAW-C023
OTSU4-Q-000029,used,,,,Expansion pre-release allocation: O4-B2-LAW-C024
OTSU4-Q-000030,used,,,,Expansion pre-release allocation: O4-B3-LAW-C001
OTSU4-Q-000031,used,,,,Expansion pre-release allocation: O4-B3-LAW-C002
OTSU4-Q-000032,used,,,,Expansion pre-release allocation: O4-B3-LAW-C003
OTSU4-Q-000033,used,,,,Expansion pre-release allocation: O4-B3-LAW-C004
OTSU4-Q-000034,used,,,,Expansion pre-release allocation: O4-B3-LAW-C005
OTSU4-Q-000035,used,,,,Expansion pre-release allocation: O4-B3-LAW-C006
OTSU4-Q-000036,used,,,,Expansion pre-release allocation: O4-B3-LAW-C007
OTSU4-Q-000037,used,,,,Expansion pre-release allocation: O4-B3-LAW-C008
OTSU4-Q-000038,used,,,,Expansion pre-release allocation: O4-B3-LAW-C009
OTSU4-Q-000039,used,,,,Expansion pre-release allocation: O4-B3-LAW-C010
OTSU4-Q-000040,used,,,,Expansion pre-release allocation: O4-B3-LAW-C011
OTSU4-Q-000041,used,,,,Expansion pre-release allocation: O4-B3-LAW-C012
OTSU4-Q-000042,used,,,,Expansion pre-release allocation: O4-B3-LAW-C013
OTSU4-Q-000043,used,,,,Expansion pre-release allocation: O4-B3-LAW-C014
OTSU4-Q-000044,used,,,,Expansion pre-release allocation: O4-B3-LAW-C015
OTSU4-Q-000045,used,,,,Expansion pre-release allocation: O4-B3-LAW-C018
OTSU4-Q-000046,used,,,,Expansion pre-release allocation: O4-B3-LAW-C019
OTSU4-Q-000047,used,,,,Expansion pre-release allocation: O4-B3-LAW-C020
OTSU4-Q-000048,used,,,,Expansion pre-release allocation: O4-B3-LAW-C021
OTSU4-Q-000049,used,,,,Expansion pre-release allocation: O4-B3-LAW-C022
OTSU4-Q-000050,used,,,,Expansion pre-release allocation: O4-B3-LAW-C023
OTSU4-Q-000051,used,,,,Expansion pre-release allocation: O4-B3-LAW-C024
OTSU4-Q-000052,used,,,,Expansion pre-release allocation: O4-B4-FIR-C001
OTSU4-Q-000053,used,,,,Expansion pre-release allocation: O4-B4-FIR-C002
OTSU4-Q-000054,used,,,,Expansion pre-release allocation: O4-B4-FIR-C003
OTSU4-Q-000055,used,,,,Expansion pre-release allocation: O4-B4-FIR-C004
OTSU4-Q-000056,used,,,,Expansion pre-release allocation: O4-B4-FIR-C005
OTSU4-Q-000057,used,,,,Expansion pre-release allocation: O4-B4-FIR-C006
OTSU4-Q-000058,used,,,,Expansion pre-release allocation: O4-B4-FIR-C007
OTSU4-Q-000059,used,,,,Expansion pre-release allocation: O4-B4-FIR-C008
OTSU4-Q-000060,used,,,,Expansion pre-release allocation: O4-B4-FIR-C009
OTSU4-Q-000061,used,,,,Expansion pre-release allocation: O4-B4-FIR-C010
OTSU4-Q-000062,used,,,,Expansion pre-release allocation: O4-B4-FIR-C011
OTSU4-Q-000063,used,,,,Expansion pre-release allocation: O4-B4-FIR-C012
OTSU4-Q-000064,used,,,,Expansion pre-release allocation: O4-B4-FIR-C013
OTSU4-Q-000065,used,,,,Expansion pre-release allocation: O4-B4-FIR-C014
OTSU4-Q-000066,used,,,,Expansion pre-release allocation: O4-B4-FIR-C015
OTSU4-Q-000067,used,,,,Expansion pre-release allocation: O4-B4-FIR-C016
OTSU4-Q-000068,used,,,,Expansion pre-release allocation: O4-B4-FIR-C017
OTSU4-Q-000069,used,,,,Expansion pre-release allocation: O4-B4-FIR-C018
OTSU4-Q-000070,used,,,,Expansion pre-release allocation: O4-B4-FIR-C021
OTSU4-Q-000071,used,,,,Expansion pre-release allocation: O4-B4-FIR-C022
OTSU4-Q-000072,used,,,,Expansion pre-release allocation: O4-B4-FIR-C023
OTSU4-Q-000073,used,,,,Expansion pre-release allocation: O4-B4-FIR-C024
OTSU4-Q-000074,used,,,,Expansion pre-release allocation: O4-B5-PHY-C001
OTSU4-Q-000075,used,,,,Expansion pre-release allocation: O4-B5-PHY-C004
OTSU4-Q-000076,used,,,,Expansion pre-release allocation: O4-B5-PHY-C005
OTSU4-Q-000077,used,,,,Expansion pre-release allocation: O4-B5-PHY-C006
OTSU4-Q-000078,used,,,,Expansion pre-release allocation: O4-B5-PHY-C007
OTSU4-Q-000079,used,,,,Expansion pre-release allocation: O4-B5-PHY-C008
OTSU4-Q-000080,used,,,,Expansion pre-release allocation: O4-B5-PHY-C009
OTSU4-Q-000081,used,,,,Expansion pre-release allocation: O4-B5-PHY-C010
OTSU4-Q-000082,used,,,,Expansion pre-release allocation: O4-B5-PHY-C011
OTSU4-Q-000083,used,,,,Expansion pre-release allocation: O4-B5-PHY-C012
OTSU4-Q-000084,used,,,,Expansion pre-release allocation: O4-B5-PHY-C013
OTSU4-Q-000085,used,,,,Expansion pre-release allocation: O4-B5-PHY-C014
OTSU4-Q-000086,used,,,,Expansion pre-release allocation: O4-B5-PHY-C015
OTSU4-Q-000087,used,,,,Expansion pre-release allocation: O4-B5-PHY-C016
OTSU4-Q-000088,used,,,,Expansion pre-release allocation: O4-B5-PHY-C017
OTSU4-Q-000089,used,,,,Expansion pre-release allocation: O4-B5-PHY-C018
OTSU4-Q-000090,used,,,,Expansion pre-release allocation: O4-B5-PHY-C019
OTSU4-Q-000091,used,,,,Expansion pre-release allocation: O4-B5-PHY-C020
OTSU4-Q-000092,used,,,,Expansion pre-release allocation: O4-B6-LAW-C001
OTSU4-Q-000093,used,,,,Expansion pre-release allocation: O4-B6-LAW-C002
OTSU4-Q-000094,used,,,,Expansion pre-release allocation: O4-B6-LAW-C003
OTSU4-Q-000095,used,,,,Expansion pre-release allocation: O4-B6-LAW-C004
OTSU4-Q-000096,used,,,,Expansion pre-release allocation: O4-B6-LAW-C005
OTSU4-Q-000097,used,,,,Expansion pre-release allocation: O4-B6-LAW-C006
OTSU4-Q-000098,used,,,,Expansion pre-release allocation: O4-B6-LAW-C007
OTSU4-Q-000099,used,,,,Expansion pre-release allocation: O4-B6-LAW-C008
OTSU4-Q-000100,used,,,,Expansion pre-release allocation: O4-B6-LAW-C009
OTSU4-Q-000101,used,,,,Expansion pre-release allocation: O4-B6-LAW-C010
OTSU4-Q-000102,used,,,,Expansion pre-release allocation: O4-B6-LAW-C011
OTSU4-Q-000103,used,,,,Expansion pre-release allocation: O4-B6-LAW-C012
OTSU4-Q-000104,used,,,,Expansion pre-release allocation: O4-B6-LAW-C013
OTSU4-Q-000105,used,,,,Expansion pre-release allocation: O4-B6-LAW-C014
OTSU4-Q-000106,used,,,,Expansion pre-release allocation: O4-B6-LAW-C015
OTSU4-Q-000107,used,,,,Expansion pre-release allocation: O4-B6-LAW-C016
OTSU4-Q-000108,used,,,,Expansion pre-release allocation: O4-B6-LAW-C017
OTSU4-Q-000109,used,,,,Expansion pre-release allocation: O4-B6-LAW-C018
OTSU4-Q-000110,used,,,,Expansion pre-release allocation: O4-B6-LAW-C019
OTSU4-Q-000111,used,,,,Expansion pre-release allocation: O4-B6-LAW-C020
OTSU4-Q-000112,used,,,,Expansion pre-release allocation: O4-B7-LAW-C001
OTSU4-Q-000113,used,,,,Expansion pre-release allocation: O4-B7-LAW-C002
OTSU4-Q-000114,used,,,,Expansion pre-release allocation: O4-B7-LAW-C003
OTSU4-Q-000115,used,,,,Expansion pre-release allocation: O4-B7-LAW-C004
OTSU4-Q-000116,used,,,,Expansion pre-release allocation: O4-B7-LAW-C005
OTSU4-Q-000117,used,,,,Expansion pre-release allocation: O4-B7-LAW-C006
OTSU4-Q-000118,used,,,,Expansion pre-release allocation: O4-B7-LAW-C007
OTSU4-Q-000119,used,,,,Expansion pre-release allocation: O4-B7-LAW-C008
OTSU4-Q-000120,used,,,,Expansion pre-release allocation: O4-B7-LAW-C009
OTSU4-Q-000121,used,,,,Expansion pre-release allocation: O4-B7-LAW-C010
OTSU4-Q-000122,used,,,,Expansion pre-release allocation: O4-B7-LAW-C013
OTSU4-Q-000123,used,,,,Expansion pre-release allocation: O4-B7-LAW-C014
OTSU4-Q-000124,used,,,,Expansion pre-release allocation: O4-B7-LAW-C015
OTSU4-Q-000125,used,,,,Expansion pre-release allocation: O4-B7-LAW-C016
OTSU4-Q-000126,used,,,,Expansion pre-release allocation: O4-B7-LAW-C017
OTSU4-Q-000127,used,,,,Expansion pre-release allocation: O4-B7-LAW-C019
OTSU4-Q-000128,used,,,,Expansion pre-release allocation: O4-B7-LAW-C020
OTSU4-Q-000129,used,,,,Expansion pre-release allocation: O4-B8-PHY-C001
OTSU4-Q-000130,used,,,,Expansion pre-release allocation: O4-B8-PHY-C002
OTSU4-Q-000131,used,,,,Expansion pre-release allocation: O4-B8-PHY-C003
OTSU4-Q-000132,used,,,,Expansion pre-release allocation: O4-B8-PHY-C005
OTSU4-Q-000133,used,,,,Expansion pre-release allocation: O4-B8-PHY-C006
OTSU4-Q-000134,used,,,,Expansion pre-release allocation: O4-B8-PHY-C007
OTSU4-Q-000135,used,,,,Expansion pre-release allocation: O4-B8-PHY-C008
OTSU4-Q-000136,used,,,,Expansion pre-release allocation: O4-B8-PHY-C009
OTSU4-Q-000137,used,,,,Expansion pre-release allocation: O4-B8-PHY-C010
OTSU4-Q-000138,used,,,,Expansion pre-release allocation: O4-B8-PHY-C011
OTSU4-Q-000139,used,,,,Expansion pre-release allocation: O4-B8-PHY-C012
OTSU4-Q-000140,used,,,,Expansion pre-release allocation: O4-B8-PHY-C013
OTSU4-Q-000141,used,,,,Expansion pre-release allocation: O4-B8-PHY-C016
OTSU4-Q-000142,used,,,,Expansion pre-release allocation: O4-B9-FIR-C001
OTSU4-Q-000143,used,,,,Expansion pre-release allocation: O4-B9-FIR-C002
OTSU4-Q-000144,used,,,,Expansion pre-release allocation: O4-B9-FIR-C003
OTSU4-Q-000145,used,,,,Expansion pre-release allocation: O4-B9-FIR-C004
OTSU4-Q-000146,used,,,,Expansion pre-release allocation: O4-B9-FIR-C005
OTSU4-Q-000147,used,,,,Expansion pre-release allocation: O4-B9-FIR-C006
OTSU4-Q-000148,used,,,,Expansion pre-release allocation: O4-B9-FIR-C007
OTSU4-Q-000149,used,,,,Expansion pre-release allocation: O4-B9-FIR-C008
OTSU4-Q-000150,used,,,,Expansion pre-release allocation: O4-B9-FIR-C009
OTSU4-Q-000151,used,,,,Expansion pre-release allocation: O4-B9-FIR-C010
OTSU4-Q-000152,used,,,,Expansion pre-release allocation: O4-B9-FIR-C011
OTSU4-Q-000153,used,,,,Expansion pre-release allocation: O4-B9-FIR-C012
OTSU4-Q-000154,used,,,,Expansion pre-release allocation: O4-B9-FIR-C013
OTSU4-Q-000155,used,,,,Expansion pre-release allocation: O4-B9-FIR-C014
OTSU4-Q-000156,used,,,,Expansion pre-release allocation: O4-B9-FIR-C015
OTSU4-Q-000157,used,,,,Expansion pre-release allocation: O4-B9-FIR-C016
OTSU4-Q-000158,used,,,,Expansion pre-release allocation: O4-B9-FIR-C017
OTSU4-Q-000159,used,,,,Expansion pre-release allocation: O4-B9-FIR-C018
OTSU4-Q-000160,used,,,,Expansion pre-release allocation: O4-B9-FIR-C019
OTSU4-Q-000161,used,,,,Expansion pre-release allocation: O4-B9-FIR-C020
OTSU4-Q-000162,used,,,,Expansion pre-release allocation: O4-B10-LAW-C001
OTSU4-Q-000163,used,,,,Expansion pre-release allocation: O4-B10-LAW-C002
OTSU4-Q-000164,used,,,,Expansion pre-release allocation: O4-B10-LAW-C003
OTSU4-Q-000165,used,,,,Expansion pre-release allocation: O4-B10-LAW-C004
OTSU4-Q-000166,used,,,,Expansion pre-release allocation: O4-B10-LAW-C005
OTSU4-Q-000167,used,,,,Expansion pre-release allocation: O4-B10-LAW-C006
OTSU4-Q-000168,used,,,,Expansion pre-release allocation: O4-B10-LAW-C007
OTSU4-Q-000169,used,,,,Expansion pre-release allocation: O4-B10-LAW-C008
OTSU4-Q-000170,used,,,,Expansion pre-release allocation: O4-B10-LAW-C009
OTSU4-Q-000171,used,,,,Expansion pre-release allocation: O4-B10-LAW-C010
OTSU4-Q-000172,used,,,,Expansion pre-release allocation: O4-B10-LAW-C011
OTSU4-Q-000173,used,,,,Expansion pre-release allocation: O4-B10-LAW-C012
OTSU4-Q-000174,used,,,,Expansion pre-release allocation: O4-B10-LAW-C013
OTSU4-Q-000175,used,,,,Expansion pre-release allocation: O4-B10-LAW-C014
OTSU4-Q-000176,used,,,,Expansion pre-release allocation: O4-B10-LAW-C015
OTSU4-Q-000177,used,,,,Expansion pre-release allocation: O4-B10-LAW-C016
OTSU4-Q-000178,used,,,,Expansion pre-release allocation: O4-B10-LAW-C017
OTSU4-Q-000179,used,,,,Expansion pre-release allocation: O4-B10-LAW-C018
OTSU4-Q-000180,used,,,,Expansion pre-release allocation: O4-B11-PHY-C001
OTSU4-Q-000181,used,,,,Expansion pre-release allocation: O4-B11-PHY-C002
OTSU4-Q-000182,used,,,,Expansion pre-release allocation: O4-B11-PHY-C003
OTSU4-Q-000183,used,,,,Expansion pre-release allocation: O4-B11-PHY-C004
OTSU4-Q-000184,used,,,,Expansion pre-release allocation: O4-B11-PHY-C005
OTSU4-Q-000185,used,,,,Expansion pre-release allocation: O4-B11-PHY-C006
OTSU4-Q-000186,used,,,,Expansion pre-release allocation: O4-B11-PHY-C007
OTSU4-Q-000187,used,,,,Expansion pre-release allocation: O4-B11-PHY-C009
OTSU4-Q-000188,used,,,,Expansion pre-release allocation: O4-B11-PHY-C010
OTSU4-Q-000189,used,,,,Expansion pre-release allocation: O4-B11-PHY-C016
OTSU4-Q-000190,used,,,,Expansion pre-release allocation: O4-B11-PHY-C017
OTSU4-Q-000191,used,,,,Expansion pre-release allocation: O4-B12-FIR-C001
OTSU4-Q-000192,used,,,,Expansion pre-release allocation: O4-B12-FIR-C002
OTSU4-Q-000193,used,,,,Expansion pre-release allocation: O4-B12-FIR-C003
OTSU4-Q-000194,used,,,,Expansion pre-release allocation: O4-B12-FIR-C004
OTSU4-Q-000195,used,,,,Expansion pre-release allocation: O4-B12-FIR-C005
OTSU4-Q-000196,used,,,,Expansion pre-release allocation: O4-B12-FIR-C006
OTSU4-Q-000197,used,,,,Expansion pre-release allocation: O4-B12-FIR-C007
OTSU4-Q-000198,used,,,,Expansion pre-release allocation: O4-B12-FIR-C008
OTSU4-Q-000199,used,,,,Expansion pre-release allocation: O4-B12-FIR-C009
OTSU4-Q-000200,used,,,,Expansion pre-release allocation: O4-B12-FIR-C010
OTSU4-Q-000201,used,,,,Expansion pre-release allocation: O4-B12-FIR-C011
OTSU4-Q-000202,used,,,,Expansion pre-release allocation: O4-B12-FIR-C012
OTSU4-Q-000203,used,,,,Expansion pre-release allocation: O4-B12-FIR-C013
OTSU4-Q-000204,used,,,,Expansion pre-release allocation: O4-B12-FIR-C014
OTSU4-Q-000205,used,,,,Expansion pre-release allocation: O4-B12-FIR-C015
